,CIK,cusip,CompName,folder_name,folder_path,at,lt,che,ni,sale,execrank,becameceo,gender,exchange,state,zip,FF_48,prc_0220,shrout_0220,prc_0325,shrout_0325,prc_0630,shrout_0630,prc_0930,shrout_0930,prc_1230,shrout_1230,ret_0220_0325,ret_0325_0630,ret_0220_0630,ret_0220_0930,ret_0220_1230,exchange_id,gender_id,state_id,days_becameceo
16,1680247.0,74347M10,ProPetro Holding Corp.,0001680247-20-000012,QTR2\0001680247-20-000012,1436.111,466.806,149.036,163.01,2052.314,1.0,2008-01-01,MALE,NYS,TX,79701,30,10.470000267028809,100420.0,2.2799999713897705,100420.0,5.139999866485596,100850.0,4.059999942779541,100898.0,7.449999809265137,100913.0,-0.782234965306568,1.2543859346421469,-0.5090735687302679,-0.6122254212767376,-0.2884432073296109,2,1,43,4748.0
17,1000623.0,80854110,SCHWEITZER MAUDUIT INTERNATIONAL INC,0001000623-20-000048,QTR1\0001000623-20-000048,1471.7,874.0,103.0,85.8,1022.8,1.0,2017-04-21,MALE,NYS,GA,30022,38,33.540000915527344,30897.0,24.18000030517578,30897.0,33.40999984741211,31196.0,30.389999389648438,31345.0,39.9900016784668,31323.0,-0.2790697780219305,0.38172040635833354,-0.0038760007324582504,-0.09391775312744888,0.1923077098055005,2,1,10,1350.0
18,1296435.0,64007910,Neenah Inc,0001296435-20-000030,QTR1\0001296435-20-000030,827.8,421.5,10.4,55.4,938.5,1.0,2011-05-18,MALE,NYS,GA,30005,38,65.04000091552734,16815.0,37.47999954223633,16848.0,49.459999084472656,16791.0,37.470001220703125,16802.0,55.27000045776367,16802.0,-0.4237392525422224,0.31963713149825496,-0.23954492022977802,-0.4238929782708888,-0.15021525707622227,2,1,10,3515.0
19,1381531.0,25755920,Domtar CORP,0001564590-20-006192,QTR1\0001564590-20-006192,4903.0,2527.0,61.0,84.0,5220.0,1.0,2009-01-01,MALE,NYS,SC,29715,38,33.16999816894531,57273.0,20.959999084472656,56273.0,21.110000610351562,55192.0,26.270000457763672,55193.0,31.510000228881836,55195.0,-0.36810370088907635,0.0071565616617812085,-0.3635814960606377,-0.20801923702370334,-0.05004516224597243,2,1,40,4382.0
20,1393066.0,76117W10,Resolute Forest Products Inc.,0001393066-20-000002,QTR1\0001393066-20-000002,3626.0,2391.0,3.0,-47.0,2923.0,1.0,2018-02-01,MALE,NYS,QC,0,38,3.0799999237060547,89294.0,1.4800000190734863,89294.0,2.109999895095825,87358.0,4.480000019073486,86078.0,6.570000171661377,81534.0,-0.5194805013849952,0.42567558642109554,-0.31493508202528225,0.45454549676834444,1.1331169916900286,2,1,38,1064.0
21,41719.0,37732010,GLATFELTER P H CO,0001564590-20-006478,QTR1\0001564590-20-006478,1283.794,727.835,126.201,-21.541,927.673,1.0,2011-01-01,MALE,NYS,NC,28209,38,16.440000534057617,44171.0,10.4399995803833,44171.0,16.049999237060547,44312.0,13.770000457763672,44368.0,16.540000915527344,44368.0,-0.36496354980308715,0.537356310551813,-0.023722705859353925,-0.16240875848894834,0.006082748066982276,2,1,26,3652.0
22,55785.0,49436810,KIMBERLY CLARK CORP,0000055785-20-000016,QTR1\0000055785-20-000016,15283.0,15060.0,442.0,2157.0,18450.0,1.0,2019-01-01,MALE,NYS,TX,75261,38,142.1699981689453,342806.0,116.36000061035156,341796.0,141.35000610351562,340547.0,147.66000366210938,341047.0,133.1300048828125,340137.0,-0.1815432080678715,0.21476456997320534,-0.005767687106918745,0.038615780853004635,-0.06358580152326013,2,1,43,730.0
23,1000697.0,94184810,WATERS CORP /DE/,0001193125-20-048303,QTR1\0001193125-20-048303,2557.055,2773.336,337.144,592.198,2406.596,1.0,2015-09-08,MALE,NYS,MA,1757,37,217.33999633789062,64434.0,176.8000030517578,62158.0,180.39999389648438,61909.0,195.67999267578125,61926.0,245.55999755859375,62048.0,-0.18652799286472221,0.02036193881553652,-0.169964125627282,-0.09965953817554755,0.1298426506680828,2,1,19,1941.0
24,1037646.0,59268810,METTLER TOLEDO INTERNATIONAL INC/,0001037646-20-000005,QTR1\0001037646-20-000005,2789.321,2368.541,207.785,561.109,3008.652,1.0,2008-01-01,MALE,NYS,OH,43240,37,755.3900146484375,24354.0,640.2999877929688,24053.0,805.5499877929688,23908.0,965.75,23971.0,1133.8800048828125,23795.0,-0.15235841700797734,0.25808215391287975,0.0664027484767269,0.2784786418569024,0.5010524138454838,2,1,32,4748.0
25,1110803.0,45232710,"ILLUMINA, INC.",0001110803-20-000018,QTR1\0001110803-20-000018,7316.0,2703.0,3414.0,1002.0,3543.0,1.0,2016-07-05,MALE,NAS,CA,92122,37,300.4599914550781,147000.0,248.32000732421875,147000.0,370.3500061035156,146000.0,309.0799865722656,146000.0,364.0899963378906,146000.0,-0.1735338667832414,0.4914223388370335,0.23261005337173746,0.02868932757217454,0.21177530018110863,1,1,4,1640.0
26,12208.0,09057220,"BIO-RAD LABORATORIES, INC.",0000012208-20-000012,QTR1\0000012208-20-000012,8008.859,2253.802,1120.298,1758.675,2311.659,1.0,2003-01-01,MALE,NYS,CA,94547,37,409.07000732421875,24836.0,333.0,24836.0,451.489990234375,24567.0,515.4600219726562,24586.0,574.8300170898438,24741.0,-0.18595840800405478,0.35582579649962465,0.10369858985172488,0.2600777684591171,0.40521183855517356,2,1,4,6574.0
27,313616.0,23585110,DANAHER CORP /DE/,0000313616-20-000041,QTR1\0000313616-20-000041,62081.6,31799.7,19912.3,3008.2,17911.1,1.0,2014-09-09,MALE,NYS,DC,20037,37,160.25999450683594,695500.0,129.32000732421875,696237.0,176.8300018310547,707020.0,215.3300018310547,709409.0,220.67999267578125,710377.0,-0.19306120206623015,0.3673831721005353,0.10339453320967106,0.3436291601886316,0.3770123564204171,2,1,7,2305.0
28,31791.0,71404610,PERKINELMER INC,0000031791-20-000003,QTR1\0000031791-20-000003,6538.564,3724.74,191.894,227.558,2883.673,1.0,2008-02-01,MALE,NYS,MA,2451,37,93.30000305175781,111101.0,75.0,111304.0,98.08999633789062,111386.0,125.51000213623047,111815.0,140.5800018310547,111974.0,-0.19614150539315586,0.3078666178385417,0.05133969056223484,0.34523041833776025,0.5067523819165202,2,1,19,4717.0
29,97745.0,88355610,THERMO FISHER SCIENTIFIC INC.,0000097745-20-000009,QTR1\0000097745-20-000009,58381.0,28706.0,2420.0,3696.0,25542.0,1.0,2009-10-15,MALE,NYS,MA,2451,37,336.05999755859375,400991.0,271.67999267578125,398828.0,362.3399963378906,394951.0,441.5199890136719,395589.0,461.7300109863281,396335.0,-0.1915729493260724,0.3337014359033116,0.07820031830689644,0.313812986434634,0.37395112283729387,2,1,19,4095.0
30,1090872.0,00846U10,"AGILENT TECHNOLOGIES, INC.",0001090872-20-000020,QTR4\0001090872-20-000020,9452.0,4704.0,1382.0,1071.0,5163.0,2.0,2015-03-18,MALE,NYS,CA,95051,37,84.33999633789062,310183.0,69.0,310768.0,88.37000274658203,308777.0,100.94000244140625,308310.0,117.38999938964844,306000.0,-0.1818828195869742,0.2807246774866961,0.047782862030797645,0.19682246649633656,0.39186630883110146,2,1,4,2115.0
31,21510.0,19247910,COHERENT INC,0000021510-20-000049,QTR4\0000021510-20-000049,2083.169,798.433,309.978,53.825,1430.64,1.0,2002-10-01,MALE,NAS,CA,95054,37,150.3300018310547,24154.0,106.3499984741211,24167.0,130.97999572753906,24253.0,110.93000030517578,24256.0,152.6199951171875,24439.0,-0.2925563947398845,0.23159377157312666,-0.12871686202240412,-0.2620900754738086,0.015233108882060514,1,1,4,6666.0
32,1000753.0,45778Q10,"INSPERITY, INC.",0001000753-20-000013,QTR1\0001000753-20-000013,1394.996,1390.917,451.365,151.099,4314.804,1.0,1989-01-01,MALE,NYS,TX,77339,34,72.72000122070312,39998.0,34.86000061035156,39380.0,64.7300033569336,38766.0,65.48999786376953,38801.0,81.36000061035156,38354.0,-0.5206270623600177,0.8568560591967469,-0.1098734561282544,-0.09942248673773726,0.11881187080052827,2,1,43,11687.0
33,103872.0,92870310,"VOLT INFORMATION SCIENCES, INC.",0000103872-20-000006,QTR1\0000103872-20-000006,218.004,181.815,41.466,-15.186,997.09,1.0,2018-06-06,FEMALE,ASE,CA,92865,34,2.049999952316284,21409.0,0.8999999761581421,21409.0,1.2899999618530273,21409.0,1.409999966621399,21702.0,1.7799999713897705,21702.0,-0.5609756111744115,0.43333332891817433,-0.3707317112883524,-0.3121951222348823,-0.1317073108325891,0,0,4,939.0
34,1141103.0,22748310,CROSS COUNTRY HEALTHCARE INC,0001628280-20-003031,QTR1\0001628280-20-003031,382.374,218.874,1.032,-57.713,822.224,1.0,2019-01-16,MALE,NAS,FL,33487,34,10.130000114440918,35871.0,8.15999984741211,36860.0,6.159999847412109,37566.0,6.489999771118164,37563.0,8.8100004196167,37563.0,-0.194471889908516,-0.24509804379889627,-0.3919052539169607,-0.3593287563870524,-0.13030599011963293,1,1,9,715.0
35,315213.0,77032310,ROBERT HALF INTERNATIONAL INC.,0000315213-20-000029,QTR1\0000315213-20-000029,2311.408,1167.725,270.478,454.433,6074.432,1.0,1987-01-01,MALE,NYS,CA,94025,34,59.2599983215332,117561.0,39.869998931884766,115120.0,52.83000183105469,114602.0,52.939998626708984,114635.0,62.099998474121094,113980.0,-0.3272021589410462,0.3250565148323987,-0.10850483753966053,-0.1066486647625795,0.04792440487727663,2,1,4,12418.0
36,55135.0,48815220,KELLY SERVICES INC,0000055135-20-000006,QTR1\0000055135-20-000006,2480.6,1216.1,26.0,112.4,5355.6,1.0,2017-05-10,MALE,NAS,MI,48084,34,19.3700008392334,35690.0,11.25,35690.0,15.8149995803833,35800.0,17.040000915527344,35800.0,20.6200008392334,35869.0,-0.41920498128149597,0.4057777404785156,-0.18353129090472425,-0.12028909771581964,0.06453277985761155,1,1,22,1331.0
37,768899.0,89785X10,"TrueBlue, Inc.",0000768899-20-000063,QTR1\0000768899-20-000063,1136.155,510.182,37.608,63.073,2368.779,1.0,2018-09-01,MALE,NYS,WA,98402,34,16.329999923706055,38955.0,12.8100004196167,38628.0,15.270000457763672,36126.0,15.489999771118164,36061.0,18.75,35473.0,-0.21555416537261685,0.1920374674133368,-0.06491117396783297,-0.05143907878214212,0.14819351424373625,2,1,46,852.0
38,871763.0,56418H10,ManpowerGroup Inc.,0001564590-20-005762,QTR1\0001564590-20-005762,9223.8,6462.3,1025.8,465.7,20863.5,1.0,2014-05-01,MALE,NYS,WI,53212,34,92.37999725341797,58962.0,57.630001068115234,58778.0,68.75,58050.0,73.33000183105469,58071.0,90.3499984741211,57533.0,-0.37616364168074296,0.19295503601920097,-0.25579127469116353,-0.20621342269696213,-0.021974440784276676,2,1,47,2436.0
39,890564.0,00191U10,ASGN Inc,0000890564-20-000007,QTR1\0000890564-20-000007,2941.4,1565.2,95.2,174.7,3923.9,2.0,2019-04-30,MALE,NYS,VA,23060,34,61.38999938964844,52800.0,33.13999938964844,52800.0,66.68000030517578,52500.0,63.560001373291016,52500.0,83.12000274658203,52900.0,-0.4601726711331994,1.0120700523007207,0.08617040182638187,0.03534780917441226,0.35396650224755827,2,1,45,611.0
40,1001082.0,25470M10,DISH Network CORP,0001558370-20-000945,QTR1\0001558370-20-000945,33230.935,21114.788,2860.347,1399.512,12807.684,1.0,2017-12-05,MALE,NAS,CO,80112,32,41.0,284604.0,20.639999389648438,284616.0,34.5099983215332,286126.0,29.030000686645508,287531.0,31.520000457763672,287531.0,-0.496585380740282,0.6719960921530345,-0.15829272386504384,-0.29195120276474373,-0.23121950103015435,1,1,5,1122.0
41,1091667.0,16119P10,"CHARTER COMMUNICATIONS, INC. /MO/",0001091667-20-000024,QTR1\0001091667-20-000024,148188.0,109377.0,3483.0,1668.0,45764.0,1.0,2012-02-13,MALE,NAS,CT,6901,32,539.219970703125,209976.0,420.7699890136719,209976.0,510.0400085449219,204899.0,624.3400268554688,199875.0,653.489990234375,199875.0,-0.2196691297152779,0.21215871345888548,-0.05411513620341884,0.15785775894270015,0.2119172614883786,1,1,6,3244.0
42,1166691.0,20030N10,COMCAST CORP,0001166691-20-000008,QTR1\0001166691-20-000008,263414.0,178168.0,7251.0,13057.0,108942.0,1.0,2002-11-01,MALE,NAS,PA,19103,32,46.02000045776367,4543590.0,33.56999969482422,4543590.0,38.97999954223633,4558656.0,46.2599983215332,4565879.0,51.209999084472656,4565879.0,-0.27053456408297605,0.1611557907832277,-0.15297698490873615,0.005215077387706612,0.11277702249204173,1,1,36,6635.0
43,1437107.0,25470F10,"Discovery, Inc.",0001437107-20-000006,QTR1\0001437107-20-000006,33735.0,21769.0,1563.0,2049.0,11144.0,1.0,2007-01-01,MALE,NAS,MD,20910,32,29.979999542236328,158566.0,21.059999465942383,158566.0,21.100000381469727,160000.0,21.770000457763672,160000.0,29.809999465942383,160318.0,-0.29753169487969133,0.0018993787531681595,-0.2961974415061718,-0.2738492064653394,-0.005670449596053073,1,1,20,5113.0
44,1632127.0,12685J10,"Cable One, Inc.",0001437749-20-003799,QTR1\0001437749-20-003799,3151.831,2310.262,125.271,178.582,1167.997,1.0,2017-01-02,FEMALE,NYS,AZ,85012,32,1770.0,5711.0,1388.1500244140625,5724.0,1774.8499755859375,5979.0,1885.4300537109375,6020.0,2250.239990234375,6025.0,-0.2157344494835805,0.27857216033627263,0.002740099201094633,0.06521471961069915,0.27132202838100283,2,0,2,1459.0
45,1702780.0,02156K10,"Altice USA, Inc.",0001628280-20-001613,QTR1\0001628280-20-001613,34108.122,31720.309,702.16,138.936,9760.859,1.0,2016-06-01,MALE,NYS,NY,11101,32,29.010000228881836,450565.0,21.8799991607666,446749.0,22.540000915527344,412128.0,26.0,391903.0,37.619998931884766,354764.0,-0.2457773530458898,0.030164615177143268,-0.22302651714263266,-0.10375733213146043,0.2967941618432312,2,1,31,1674.0
46,1001902.0,46114810,INTEVAC INC,0001193125-20-033196,QTR1\0001193125-20-033196,126.322,30.529,36.487,1.148,108.885,1.0,2013-07-15,MALE,NAS,CA,95054,21,6.920000076293945,23559.0,4.190000057220459,23559.0,5.460000038146973,23635.0,5.510000228881836,23854.0,6.989999771118164,23854.0,-0.3945086689270034,0.30310261660688376,-0.2109826621459932,-0.20375720113680182,0.010115562724344301,1,1,4,2726.0
47,103145.0,92241710,VEECO INSTRUMENTS INC,0001558370-20-001167,QTR1\0001558370-20-001167,818.088,443.576,245.203,-78.733,419.349,1.0,2018-10-01,MALE,NAS,NY,11803,21,16.389999389648438,49000.0,9.770000457763672,49020.0,13.489999771118164,49619.0,11.670000076293945,49612.0,17.690000534057617,49612.0,-0.40390476988460483,0.3807573325545156,-0.17693714011739678,-0.2879804447299455,0.07931672927518421,1,1,31,822.0
48,1113232.0,05454020,AXCELIS TECHNOLOGIES INC,0001558370-20-001858,QTR1\0001558370-20-001858,548.094,128.667,139.881,17.034,342.958,1.0,2002-01-01,FEMALE,NAS,MA,1915,21,27.950000762939453,32585.0,17.079999923706055,32832.0,27.850000381469727,33433.0,22.0,33491.0,29.030000686645508,33496.0,-0.388908785063311,0.6305620905077132,-0.0035778310819340993,-0.212880164598382,0.03864042555369408,1,0,19,6939.0
49,1443669.0,74371310,Proto Labs Inc,0001437749-20-003547,QTR1\0001437749-20-003547,673.667,87.877,160.662,63.655,458.728,1.0,2014-02-06,FEMALE,NYS,MN,55359,21,99.81999969482422,26759.0,74.94000244140625,26788.0,112.47000122070312,26613.0,129.5,26707.0,157.44000244140625,26754.0,-0.24924862081228824,0.5008006079081817,0.1267281262728237,0.2973352073323511,0.5772390595345763,2,0,23,2520.0
50,1652535.0,G4740B10,"ICHOR HOLDINGS, LTD.",0001564590-20-009069,QTR1\0001564590-20-009069,566.555,345.139,60.612,10.729,620.837,1.0,2014-09-01,MALE,NAS,CA,94538,21,35.36000061035156,22619.0,21.059999465942383,22805.0,26.579999923706055,22869.0,21.56999969482422,23161.0,30.3700008392334,23162.0,-0.4044117900898137,0.2621082904911966,-0.24830318255354278,-0.38998870694279203,-0.14111990059347884,1,1,4,2313.0
51,910638.0,88554D20,3D SYSTEMS CORP,0000910638-20-000010,QTR1\0000910638-20-000010,807.312,293.416,133.665,-69.88,629.094,1.0,2016-04-01,MALE,NYS,SC,29730,21,12.40999984741211,118421.0,6.929999828338623,118514.0,6.989999771118164,118878.0,4.909999847412109,121135.0,10.6899995803833,124142.0,-0.44157937844102757,0.008658000615553437,-0.43674457235583225,-0.6043513370037628,-0.13859792813675859,2,1,40,1735.0
52,707549.0,51280710,LAM RESEARCH CORP,0000707549-20-000138,QTR3\0000707549-20-000138,12001.333,7278.029,5431.203,2191.43,9653.559,1.0,2018-12-05,MALE,NAS,CA,94538,21,328.489990234375,145548.0,233.5500030517578,145548.0,323.4599914550781,145331.0,331.75,144593.0,484.45001220703125,144009.0,-0.28901942222007515,0.3849710435815968,-0.015312487225890844,0.00992422862961215,0.47477861307548525,1,1,4,757.0
53,56978.0,50124210,KULICKE & SOFFA INDUSTRIES INC,0000056978-20-000146,QTR4\0000056978-20-000146,1079.616,310.553,593.184,11.653,540.052,1.0,2016-10-31,MALE,NAS,,55436,21,25.59000015258789,63824.0,20.829999923706055,63824.0,20.829999923706055,63500.0,22.399999618530273,61840.0,31.799999237060547,62029.0,-0.18601016805388576,0.0,-0.18601016805388576,-0.12465808968488871,0.24267288188525646,1,1,-1,1522.0
54,6951.0,03822210,APPLIED MATERIALS INC /DE,0000006951-20-000048,QTR4\0000006951-20-000048,19024.0,10810.0,3618.0,2706.0,14608.0,1.0,2013-09-01,MALE,NAS,CA,95052,21,66.4000015258789,918305.0,44.72999954223633,918305.0,60.45000076293945,916479.0,59.45000076293945,913283.0,86.9800033569336,913283.0,-0.32635544406120015,0.351442016131914,-0.08960844316578041,-0.10466868378354995,0.30993977948982104,1,1,4,2678.0
55,933974.0,11434010,"Brooks Automation, Inc.",0001558370-20-013971,QTR4\0001558370-20-013971,1515.999,377.045,339.295,437.416,780.848,1.0,2010-10-01,MALE,NAS,MA,1824,21,39.689998626708984,73620.0,28.34000015258789,73620.0,44.2400016784668,73760.0,46.2599983215332,73832.0,73.72000122070312,73832.0,-0.2859662097968234,0.5610445109481407,0.11463852882816514,0.16553287785711848,0.8573949047983588,1,1,19,3744.0
56,100517.0,91004710,"United Airlines Holdings, Inc.",0000100517-20-000010,QTR1\0000100517-20-000010,52611.0,41080.0,4944.0,3009.0,43259.0,1.0,2015-09-08,MALE,NAS,IL,60606,40,79.91000366210938,247951.0,36.599998474121094,247951.0,34.61000061035156,290982.0,34.75,290990.0,44.650001525878906,292662.0,-0.5419847729092825,-0.05437152859928688,-0.5668877609279543,-0.5651357976788921,-0.44124640871402654,1,1,14,1941.0
57,1158463.0,47714310,JETBLUE AIRWAYS CORP,0001158463-20-000012,QTR1\0001158463-20-000012,11918.0,7119.0,1328.0,569.0,8094.0,1.0,2015-02-16,MALE,NAS,NY,11101,40,20.829999923706055,282202.0,11.34000015258789,269707.0,10.899999618530273,272426.0,11.329999923706055,272426.0,14.854999542236328,316023.0,-0.45559288554378985,-0.03880075204030796,-0.47671629100078483,-0.45607297334592445,-0.28684591470736115,1,1,31,2145.0
58,1172222.0,41987910,HAWAIIAN HOLDINGS INC,0001172222-20-000008,QTR1\0001172222-20-000008,4126.624,3044.828,618.655,223.984,2832.228,1.0,2018-03-01,MALE,NAS,HI,96819,40,26.790000915527344,45874.0,12.720000267028809,45949.0,14.039999961853027,45997.0,12.890000343322754,46004.0,18.209999084472656,46004.0,-0.5251959749035932,0.1037735587353529,-0.4759238715174691,-0.5188503209101506,-0.32026881440238264,1,1,11,1036.0
59,1362468.0,01748X10,Allegiant Travel CO,0001362468-20-000011,QTR1\0001362468-20-000011,3010.803,2127.252,472.713,232.117,1840.965,3.0,2003-08-01,MALE,NAS,NV,89144,40,163.6300048828125,16370.0,92.54000091552734,16370.0,109.20999908447266,16242.0,119.80000305175781,16389.0,185.99000549316406,16389.0,-0.43445579567266984,0.18013829699615058,-0.33257962582910156,-0.2678604199910926,0.13664975825408798,1,1,30,6362.0
60,27904.0,24736170,"DELTA AIR LINES, INC.",0000027904-20-000004,QTR1\0000027904-20-000004,64532.0,49174.0,3094.0,4767.0,47007.0,1.0,2016-05-02,MALE,NYS,GA,30320,40,58.380001068115234,646743.0,31.100000381469727,640094.0,28.049999237060547,637787.0,30.579999923706055,637857.0,40.560001373291016,637734.0,-0.4672833194164624,-0.09807077514463498,-0.5195272572137669,-0.4761904870808987,-0.30524151025678503,2,1,10,1704.0
